DateTime,FieldID,SoilMoisture,AirTemperature
2015-11-01 00:00:00,1,36.217808319315374,36.72740144420518
2015-11-01 01:00:00,1,76.55000144869413,21.825099643826423
2015-11-01 02:00:00,1,61.23957592679836,33.267619304667335
2015-11-01 03:00:00,1,51.90609389379256,16.372700973846648
2015-11-01 04:00:00,1,20.921304830970556,27.334409746993057
2015-11-01 05:00:00,1,20.919616423534187,23.029289353082625
2015-11-01 06:00:00,1,14.065852851773961,15.690025419097147
2015-11-01 07:00:00,1,70.63233020424546,30.083385151410944
2015-11-01 08:00:00,1,52.078050822024615,36.692742580895384
2015-11-01 09:00:00,1,59.56508044572318,15.247313645670511
2015-11-01 10:00:00,1,11.440914600706172,21.22004930214553
2015-11-01 11:00:00,1,77.8936896513396,31.182932082043994
2015-11-01 12:00:00,1,68.27098485602951,35.03883565295749
2015-11-01 13:00:00,1,24.86373774747933,19.387920990501797
2015-11-01 14:00:00,1,22.72774770449704,16.626486044391683
2015-11-01 15:00:00,1,22.83831568974037,15.19875220775263
2015-11-01 16:00:00,1,31.29695700716764,19.94974769809224
2015-11-01 17:00:00,1,46.73295021425665,16.640297717247694
2015-11-01 18:00:00,1,40.2361513049481,23.265788049359752
2015-11-01 19:00:00,1,30.386039813862933,25.12289282393848
2015-11-01 20:00:00,1,52.829702630566565,26.038247535290743
2015-11-01 21:00:00,1,19.76457024564293,18.273574135625974
2015-11-01 22:00:00,1,30.45012539746527,25.67172512301156
2015-11-01 23:00:00,1,35.645329030558415,15.208187760384849
2015-11-02 00:00:00,1,41.92489889519251,20.506685026807048
2015-11-02 01:00:00,1,64.96231729751095,23.48897913411436
2015-11-02 02:00:00,1,23.977164751085184,17.72208624670203
2015-11-02 03:00:00,1,45.996410688952814,33.722105738298296
2015-11-02 04:00:00,1,51.46901982034297,19.627885023087543
2015-11-02 05:00:00,1,13.25152889039984,32.36246336786416
2015-11-02 06:00:00,1,52.528139633100686,25.899539907484034
2015-11-02 07:00:00,1,21.936688658110405,26.03409114233878
2015-11-02 08:00:00,1,14.553611508969567,29.839469730429414
2015-11-02 09:00:00,1,76.42198760773333,16.018387367558972
2015-11-02 10:00:00,1,77.59424231521916,16.811464820003284
2015-11-02 11:00:00,1,66.58781436815228,22.517400264767822
2015-11-02 12:00:00,1,31.322963842135948,24.58691751153961
2015-11-02 13:00:00,1,16.83704798044687,24.888638335480852
2015-11-02 14:00:00,1,57.89631185585098,30.568404008985766
2015-11-02 15:00:00,1,40.81067456177209,15.016215272231502
2015-11-02 16:00:00,1,18.542676439134517,37.05941711783284
2015-11-02 17:00:00,1,44.66238370778891,19.013210452469732
2015-11-02 18:00:00,1,12.407196478065288,20.718528555020445
2015-11-02 19:00:00,1,73.65242814551475,35.82942524407876
2015-11-02 20:00:00,1,28.114598712001182,15.126302219999701
2015-11-02 21:00:00,1,56.37655990477874,37.800039875855944
2015-11-02 22:00:00,1,31.819775326258767,15.827018719423377
2015-11-02 23:00:00,1,46.40476148244676,17.77254694835187
2015-11-03 00:00:00,1,48.26971955402958,20.52245438862443
2015-11-03 01:00:00,1,22.93981188678689,25.09059772259687
2015-11-03 02:00:00,1,77.8709239435191,26.924385275458622
